MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
50810A_5,0.366377563,0.642376591,0.344816406,2.688741185,4.172732431,0.209694415,0.164626733,2.844289536,0.239685499,1.140552809,0.650563346,0.329010294,0.368322931,0.25711275,0.931020507,0.939126206,1.880116722,2.085920402,0.459998379,0.741671395,0.261895112,0.328280781,0.159276972,1.750344492,3.361757315,1.280538218,0.248115425,0.340763557,0.775228986,0.150765988,0.366701791,2.417767691,0.300883521,0.412498987,0.343438437,0.749777093,0.465104969,0.378779282,0.518845749,0.362729999,0.262705682,0.38502067,0.202480344,0.269170021,1.358129108,0.214398533,1.560605289,0.383400418,0.599327457,1.074030672,0.103327049,0.17924288,0.211749121,0.132827228,0.181331839,0.243083507,0.164925867,0.14260967,0.293218526,0.185407857,0.584704743,0.34478015,2.531410812,2.535996332,0.154328221,1.259540429,1.019513935,0.2414531,0.138941254,0.125541346,0.132827228,0.137463698,0.530442757,0.13557854,0.175625414,0.153614918,2.115555103,Control,Saline,C/S,c-CS-s
3416_13,0.511217949,0.65728022,0.322344322,2.196657509,3.155677656,0.243589744,0.19459707,2.021062271,0.226648352,1.367216117,0.574862637,0.262820513,0.336996337,0.298992674,0.732142857,0.423534799,1.358287546,1.736950549,0.52724359,0.554258242,0.448260073,0.353937729,0.220924908,0.91025641,1.893315018,1.310668498,0.269230769,0.286630037,0.705128205,0.197802198,0.429487179,1.824404762,0.331959707,0.390338828,0.380265568,0.701923077,0.56456044,0.312957875,0.52518315,0.301739927,0.293727106,0.368360806,0.497252747,0.169227851,0.736103206,0.181749194,2.139062796,0.288749763,0.473154999,0.789224056,0.179662303,0.175678239,0.187250996,0.107949156,0.146651489,0.16998672,0.16998672,0.132043256,0.203187251,0.106810852,0.530829065,0.285524568,1.351735913,2.261999621,0.160500854,1.083855056,0.923164485,0.25422121,,0.170366154,0.107949156,0.168848416,0.441282489,0.234870044,,,1.652437868,Ts65Dn,Memantine,C/S,t-CS-m
3415_14,0.378987241,0.465510367,0.261164274,1.900917065,3.016347687,0.212719298,0.176834131,2.523923445,0.137958533,1.015749601,0.513755981,0.279904306,0.29685008,0.255183413,0.725877193,0.586523126,1.237240829,1.489433812,0.463317384,0.547448166,0.295055821,0.264752791,0.134968102,0.746012759,1.635366826,0.989433812,0.196770335,0.185207337,0.547248804,0.122208931,0.349082935,1.593700159,0.27053429,0.452751196,0.470893142,0.687998405,0.519936204,0.347089314,0.576953748,0.344098884,0.331140351,0.41407496,0.518141946,0.148065125,0.359249646,0.109249646,1.843912223,0.23666824,0.244690892,0.716493629,0.066186881,0.149126947,0.116918358,0.076805097,0.108305805,0.112553091,0.099693252,0.103704578,0.135913167,0.080344502,0.370339783,0.212954224,0.897475224,1.345681925,0.11833412,0.811821614,0.60512034,0.176852289,0.109367626,0.084473808,0.076805097,0.142402076,0.260146295,0.089664936,0.137446909,0.115148655,0.788461538,Control,Memantine,C/S,c-CS-m
3501_12,0.344929513,0.626193724,0.383583447,2.534561164,4.097316962,0.303547067,0.222828558,4.592769441,0.239427012,1.360163711,0.339472487,0.360163711,0.333788085,0.335379718,0.92633015,0.827876307,1.839699864,1.256707594,0.45998181,0.871305139,0.298317417,0.467030468,0.219872669,1.283765348,2.598453843,1.177125966,0.287175989,0.331059573,0.793542519,0.195770805,0.512050932,2.261255116,0.815597999,0.483856298,0.503638017,0.893815371,0.732378354,0.438153706,0.720327422,0.407003183,0.373124147,0.51273306,0.350386539,0.188809369,0.880156148,0.160182173,1.521665582,0.300325309,0.64281067,1.414053351,0.339492518,0.352114509,0.201951854,0.14066363,0.187638256,0.223942746,0.327651269,0.124528302,0.182823682,0.112687053,0.676122316,0.331685101,1.510344828,2.378919974,0.19245283,1.897202342,0.962784645,0.283409239,0.150683149,0.163175016,0.14066363,0.151463891,0.455172414,0.252700065,0.218867925,0.249186727,1.139492518,Ts65Dn,Memantine,S/C,t-SC-m
3530_5,0.326129032,0.556451613,0.301774194,2.673548387,4.675806452,0.252419355,0.186129032,5.958064516,0.211451613,1.258870968,0.324677419,0.354677419,0.305967742,0.291612903,0.89516129,0.932741935,1.943548387,1.235645161,0.406129032,0.701290323,0.253225806,0.385483871,0.18,1.156612903,2.515,1.163225806,0.247258065,0.323387097,0.799354839,0.163548387,0.455645161,2.528064516,0.559193548,0.471774194,0.491129032,0.888709677,0.56983871,0.371451613,0.603548387,0.330322581,0.301612903,0.418225806,0.39983871,0.175290814,1.053048536,0.131768953,1.624849579,0.271058965,0.329823506,1.257119936,0.076413959,0.147312475,0.184115523,0.141797032,0.163357401,0.206177296,0.143702367,0.110409146,0.225130365,0.115022062,0.53569996,0.288908945,1.474227838,2.790613718,0.169875652,1.518852788,0.822904132,0.230144404,0.156036903,0.119534697,0.141797032,0.125350983,0.455074208,0.124247894,0.173686322,0.186823105,1.062976334,Ts65Dn,Memantine,S/C,t-SC-m
3504_3,0.957687153,1.097645032,0.323281639,2.424851618,3.816101857,0.174516561,0.140819452,2.506126747,0.204288723,2.18782309,1.214244687,0.227646946,0.28278767,0.227551216,0.816389048,0.43672219,1.481428298,1.533792839,0.424564427,0.629331802,0.777426766,0.281926096,0.149435191,1.235592571,2.418246219,1.513880911,0.209649627,0.235975493,0.679494543,0.134309784,0.413172506,2.338024124,0.266417768,0.349798966,0.358127513,0.627417193,0.457591423,0.330557151,0.458070075,0.298870381,0.244208309,0.378901015,0.227264025,0.195597065,1.013008672,0.176117412,1.386591061,0.289192795,0.61460974,1.047631755,0.255637091,0.157838559,0.187391594,0.110873916,0.151234156,0.202134757,0.228752502,0.11694463,0.27891928,0.156370914,0.504269513,0.294596398,1.596931288,2.375183456,0.123615744,0.981521014,0.976384256,0.229686458,0.118012008,0.112141428,0.110873916,0.11987992,0.344496331,0.155903936,0.135356905,0.163909273,1.800200133,Ts65Dn,Memantine,C/S,t-CS-m
3521_13,0.528070175,0.654166667,0.312938596,2.129824561,3.501096491,0.263596491,0.197587719,4.653947368,0.211403509,1.487061404,0.74627193,0.325219298,0.321052632,0.30372807,0.677850877,0.520833333,1.265570175,1.804605263,0.523903509,0.604605263,0.598903509,0.381359649,0.183114035,0.873684211,2.182894737,1.395175439,0.263377193,0.267105263,0.739035088,0.191666667,0.38377193,1.956140351,0.319736842,0.418421053,0.351315789,0.694736842,0.532675439,0.334429825,0.534649123,0.346710526,0.281140351,0.334649123,0.518421053,0.146260754,0.801323627,0.158835208,1.920052945,0.276505625,0.401588352,1.236796823,0.146657842,0.144275314,0.140304434,0.112772998,0.144010589,0.176836532,0.178027796,0.107610854,0.190072799,0.105493051,0.479152879,0.276902713,1.335671741,2.109331568,0.13514229,1.231369954,0.942686962,0.237193911,0.146393117,0.112905361,0.112772998,0.109463931,0.435473197,0.134877565,0.136598279,0.175645268,1.430840503,Control,Memantine,C/S,c-CS-m
3422_4,0.303962367,0.45413425,0.314818165,2.414510584,4.004704179,0.229781075,0.18201556,3.950606115,0.196309028,1.221277366,0.330920934,0.319522345,0.319341415,0.261624751,0.903926181,0.837886738,1.690428804,1.327121404,0.409082685,0.768952415,0.260358241,0.368192509,0.168445811,1.151257463,2.303600507,1.054821784,0.230504795,0.287497738,0.651709788,0.154876063,0.378867378,2.193776009,0.885652253,0.535190881,0.521440203,0.864664375,0.581328026,0.400759906,0.690609734,0.288945178,0.327845124,0.418129184,0.448163561,0.159367162,0.839282269,0.135249855,1.485143739,0.252363496,0.264036272,1.379413467,0.146054409,0.140362724,0.181169207,0.128497009,0.151746093,0.19197376,0.185220915,0.114508972,0.239243681,0.123577079,0.562126182,0.279085472,1.494887131,2.189176153,0.158788347,1.224773297,0.793748794,0.246382404,0.140362724,0.135732201,0.128497009,0.125602933,0.399479066,0.14094154,0.187825584,0.177889253,1.000482346,Control,Saline,S/C,c-SC-s
293_12,0.226490596,0.478991597,0.274509804,2.087635054,2.906162465,0.259303721,0.19027611,3.491596639,0.231092437,1.106842737,0.273309324,0.317326931,0.269707883,0.293917567,0.774109644,0.743097239,1.43677471,0.926170468,0.488195278,0.603641457,0.263905562,0.370748299,0.206282513,0.980992397,2.065626251,0.926770708,0.221488595,0.2484994,0.62705082,0.18467387,0.363345338,1.944177671,0.946978792,0.397559024,0.354141657,0.74909964,0.573229292,0.306522609,0.530812325,0.294317727,0.300120048,0.361744698,0.332132853,0.176496609,0.873193748,0.174137423,1.564730168,0.259510469,0.553524034,1.115747567,0.849896786,0.190651725,0.177381303,0.138307284,0.189324683,0.183869065,0.418902978,0.136095547,0.188439988,0.118254202,0.648333825,0.296520201,1.839722796,2.50339133,0.158507815,1.450014745,0.842819227,0.219846653,0.136832793,0.126363904,0.138307284,0.113830728,0.489973459,0.453553524,0.196402241,0.316425833,1.254792097,Ts65Dn,Memantine,S/C,t-SC-m
3497_2,0.538505474,0.762113279,0.340028558,2.588005712,5.944788196,0.161351737,0.141932413,1.988481675,0.182674917,1.758115183,0.846549262,0.278248453,0.275202285,0.212470252,0.978105664,0.72118039,1.897382199,1.449309852,0.311470728,0.827225131,0.455402189,0.340409329,0.141170871,1.860352213,3.613612565,1.322798667,0.208376963,0.237029986,0.696811042,0.126225607,0.368586387,2.561066159,0.273108044,0.382389338,0.271013803,0.740504522,0.549452642,0.468443598,0.557258448,0.445026178,0.320704426,0.464445502,0.176868158,0.252410433,1.035572922,0.162488582,0.617324673,0.279661017,0.433725769,1.356033695,0.088247234,0.175885517,0.187607835,0.116867959,0.143814067,0.166497513,0.205013701,0.129351467,0.260225312,0.143560337,0.366385872,0.248401502,1.614178423,1.886785751,0.126560438,0.842433777,0.678270577,0.187506343,0.124175378,0.13295443,0.116867959,0.129960418,0.429919821,0.104739673,0.148025982,0.134223079,1.294631077,Control,Saline,C/S,c-CS-s
