MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3507_10,0.317655401,0.463011108,0.284329946,1.981564642,3.203497991,0.227369416,0.200661782,1.912313874,0.199480028,1.157645947,0.481919168,0.312928386,0.268494446,0.22524226,0.742377688,0.552588041,1.356653273,0.917277239,0.369416214,0.525407705,0.28882061,0.346253841,0.176790357,0.861734814,2.301347199,0.991964075,0.235641692,0.230441976,0.627038525,0.165681872,0.349799102,1.754904278,0.312692035,0.455920586,0.457338691,0.724887733,0.578822973,0.303238005,0.607421413,0.371070669,0.29827464,0.363743796,0.18718979,0.164746185,0.960292744,0.161476176,0.984117097,0.270943631,0.474462784,0.866552476,0.095608845,0.157427593,0.138118966,0.123793211,0.159140455,0.164123326,0.169884771,0.133291809,0.283556524,0.134848957,0.544845842,0.300996574,1.555434444,2.329648085,0.162254749,1.220959203,0.82949237,0.236374961,0.189349112,,0.123793211,0.13562753,0.521021489,,,0.258953597,1.459669885,Control,Memantine,C/S,c-CS-m
3421_13,0.216134185,0.364057508,0.241693291,1.330830671,1.737539936,0.197124601,0.151597444,1.919488818,0.162779553,0.720766773,0.223642173,0.223801917,0.23658147,0.22172524,0.500159744,0.404153355,0.811980831,0.981629393,0.397284345,0.577316294,0.204952077,0.282747604,0.155750799,0.7014377,1.347923323,0.776038339,0.17715655,0.209744409,0.438498403,0.140894569,0.321246006,1.312779553,0.781948882,0.343450479,0.349361022,0.51086262,0.441693291,0.247124601,0.41485623,0.247124601,0.228594249,0.303194888,0.444408946,0.15910475,0.657125457,0.162606577,2.27816687,0.31683922,0.491626066,0.743605359,0.30816078,0.197777101,0.163672351,0.118757613,0.147381242,0.162454324,0.24954324,0.140682095,0.230207065,0.15545067,0.571559074,0.313794153,1.323386114,1.919457978,0.172959805,1.174634592,0.83998173,0.289738124,0.21817905,0.171437272,0.118757613,0.146772229,0.431333739,0.255633374,0.257003654,0.304811206,1.142204629,Ts65Dn,Saline,S/C,t-SC-s
J2292_4,0.239189495,0.383178628,0.355444872,2.298052977,4.789223455,0.218700475,0.16934571,5.502377179,0.199003849,0.969775866,0.288997057,0.309599276,0.358161648,0.262055694,0.859520036,0.743717455,1.621236133,1.690740321,0.443740095,0.744849445,0.216662893,0.348539733,0.186099162,1.267715644,2.53180892,0.912044374,0.238283903,0.298279375,0.771111614,0.145007924,0.616028979,,0.468983473,0.487095314,0.439098936,0.747000226,0.513131084,0.378877066,0.590559203,0.347068146,0.310844465,0.386008603,0.53633688,0.200428995,0.929089647,0.152103968,2.340104725,0.296258911,0.45340988,1.604315185,0.396126427,0.151914706,0.195571257,0.136584443,0.179988644,0.19676992,0.300170336,0.121695792,0.240868084,0.159043593,0.568102959,0.332344962,1.552835783,2.379723677,0.160431519,1.384959939,0.915399659,0.252034572,0.152293231,0.117784367,0.136584443,0.120623305,0.540092108,0.197400795,0.168380544,0.178789982,1.295880386,Control,Saline,S/C,c-SC-s
3530_9,0.284920483,0.514083158,0.287794597,2.471163058,4.001341253,0.259053459,0.189499904,5.821996551,0.207702625,1.287219774,0.290093888,0.346809734,0.276681357,0.308871431,0.894807434,0.835983905,1.80781759,1.23031232,0.405633263,0.735389921,0.261927572,0.402375934,0.185476145,1.042153669,2.251580763,1.068403909,0.24142556,0.279363863,0.76566392,0.172830044,0.409657022,2.233378042,0.51465798,0.448361755,0.440122629,0.844223031,0.560068979,0.327840582,0.59570799,0.330523089,0.277447787,0.39317877,0.392795555,0.166602638,0.957869125,0.152900499,1.65142784,0.314765015,0.316045588,1.256242797,0.073632988,0.145089,0.185555129,0.146497631,0.160583942,0.185042899,0.140606992,0.118581124,0.221283135,0.116404149,0.546420797,0.297733385,1.474836727,2.83736714,0.192982456,1.527084134,0.802023306,0.226149315,0.159175311,0.144192598,0.146497631,0.130874632,0.438596491,0.134460238,0.191061596,0.220642848,1.070943783,Ts65Dn,Memantine,S/C,t-SC-m
3504_2,0.928896811,1.061695385,0.311150723,2.448900772,4.001485443,0.175282234,0.146959794,2.542285601,0.199049317,2.169538522,1.24499901,0.232224203,0.289859378,0.221727075,0.824915825,0.451178451,1.573380867,1.514359279,0.420578332,0.641513171,0.747672806,0.304218657,0.153198653,1.285105962,2.466428996,1.498217469,0.21449792,0.241632006,0.695682313,0.136165577,0.438898792,2.436819172,0.27332145,0.356605268,0.353436324,0.638839374,0.472370766,0.339770252,0.47167756,0.317686671,0.262428204,0.395226778,0.241532977,0.190031153,1.02018432,0.183411215,1.309839045,0.285241433,0.616173416,0.983969367,0.255646417,0.162577882,0.187435099,0.116757529,0.157840083,0.200674974,0.218068536,0.121819834,0.268302181,0.149727414,0.507853063,0.296988577,1.577167705,2.320482866,0.135903427,0.966770509,0.988187954,0.232541537,0.122014538,0.110462098,0.116757529,0.12694704,0.338330737,0.158553998,0.138759086,0.152258567,1.658813603,Ts65Dn,Memantine,C/S,t-CS-m
J2292_5,0.242444519,0.378721981,0.349615256,2.405375265,4.754544441,0.236422438,0.162261626,5.482993197,0.194267871,0.899185904,0.286941006,0.304561169,0.343035575,0.259284041,0.856585257,0.743838519,1.610683618,1.68439835,0.43805063,0.723318836,0.216906435,0.343370135,0.160811866,1.264860042,2.422549348,0.707929073,0.232630757,0.286048846,0.768484443,0.144641463,0.370915579,,0.462138954,0.488569198,0.457678153,0.744284599,0.524255604,0.3754879,0.573993532,0.349169176,0.305118769,0.384521022,0.494145199,0.202555094,0.890130949,0.156499521,2.290897477,0.299776429,0.448035771,1.577387416,0.391376557,0.150686682,0.196806132,0.128776749,0.175982114,0.203449377,0.320025551,0.125391249,0.240562121,0.165378473,0.581794954,0.328137975,1.536569786,2.395273076,0.1681252,1.381731076,0.934589588,0.245033536,0.14564037,0.119706164,0.128776749,0.122005749,0.563142766,0.202874481,0.174449058,0.183008623,1.2772916,Control,Saline,S/C,c-SC-s
3483_13,0.439808345,0.604711519,0.24376123,1.793970852,2.506687962,0.178279098,0.145338391,1.889598722,0.176681972,1.187861849,0.47215013,0.22519465,0.271111998,0.206029148,0.655619884,0.420642843,1.124575764,1.70992214,0.398482731,0.55559992,0.332800958,0.304451986,0.176482332,0.962267918,1.551407467,1.053304053,0.200039928,0.202235975,0.526851667,0.142343781,0.378518666,1.489718507,0.278498702,0.352166101,0.339988022,0.332601318,0.211818726,0.325214614,0.29327211,0.304851268,0.259932122,0.384707526,0.436614095,0.163821503,0.720874513,0.144654088,2.088050314,0.228661276,0.476639712,0.538933813,0.365828092,0.162473795,0.143456125,0.089098532,0.126984127,0.158730159,0.188080264,0.116951183,0.196615753,0.09179395,0.452979934,0.281221923,1.111111111,1.641359689,0.144803833,1.025007487,0.718179096,0.217580114,0.161725067,0.132225217,0.089098532,0.126984127,0.329439952,0.179095538,0.193620845,0.206498952,1.114705001,Ts65Dn,Saline,C/S,t-CS-s
362_4,0.353026168,0.558195537,0.286402312,2.104029539,3.186546797,0.218012522,0.168084765,4.091025847,0.178840905,1.228768663,0.361855836,0.285920694,0.273077541,0.23486916,0.780382084,0.65837213,1.474072885,1.045432654,0.395248033,0.668646653,0.302135174,0.337614384,0.154117836,1.039653235,2.252689035,1.182854391,0.217049286,0.250120405,0.604751967,0.138866592,0.422379194,1.992615187,0.568148981,0.496387863,0.507144004,0.8195537,0.599775245,0.384973511,0.536201638,0.315620485,0.30052978,0.429764007,0.399100979,0.148957299,0.991062562,0.115103367,1.368601607,0.233637266,0.269928681,0.756522524,0.090638259,0.126658843,0.166561343,0.114651982,0.133881015,0.167464115,0.166561343,0.101742349,0.217116548,0.111402004,0.558544732,0.233817821,1.228401192,2.002708315,0.149950348,1.121513045,0.832174777,0.236074749,0.133249075,0.122957479,0.114651982,0.127742168,0.375191839,0.129818543,0.185248714,0.169721044,0.991694502,Control,Memantine,S/C,c-SC-m
J1291_14,0.163324538,0.332453826,0.255145119,1.901846966,2.44591029,0.539050132,0.176781003,2.731398417,0.24353562,1.005013193,0.160949868,0.30237467,0.255408971,0.306068602,0.67994723,0.507651715,1.089973615,1.325329815,0.455936675,0.595778364,0.257519789,0.334300792,0.145382586,0.780474934,1.721108179,0.992875989,0.251451187,0.255672823,0.67176781,0.207651715,0.337994723,1.65171504,0.707915567,0.406860158,0.364379947,0.634036939,0.545646438,0.299472296,0.483377309,0.267282322,0.298153034,0.316358839,0.689182058,0.162609941,0.722438126,0.170177951,3.031703825,0.268562078,0.511147474,0.695643281,0.581918593,0.198609123,0.150542033,0.120269994,0.161587237,0.17754142,0.356105543,0.119656371,0.178768664,0.113111066,0.558600941,0.316833708,1.366537124,2.210267948,0.177132338,1.364082634,0.848435263,0.248517079,0.209858867,,0.120269994,,0.398036408,0.289016159,0.201268153,0.280629986,1.362446308,Ts65Dn,Saline,S/C,t-SC-s
3413_9,0.175964546,0.319864442,0.222236705,1.837851929,3.248826903,0.193952033,0.141293014,4.352711157,0.150938478,0.806047967,0.262643379,0.279979145,0.234358707,0.21637122,0.727841502,0.845411887,1.35088634,0.987877998,0.406152242,0.577163712,0.157846715,0.25729927,0.123435871,0.900938478,1.827554745,0.861313869,0.178050052,0.199165798,0.491527633,0.11483316,0.266944734,1.732664234,0.550834202,0.375651721,0.400808133,0.701251303,0.465980188,0.299791449,0.446037539,0.260427529,0.255995829,0.325338895,0.268508863,0.170570122,1.160492675,0.138751516,1.344499393,0.262480172,0.304469534,0.963142671,0.125128301,0.152001493,0.173182794,0.123635346,0.162358869,0.200802463,0.156946907,0.105719884,0.271157973,0.123821965,0.627227769,0.248577027,2.077820286,2.320425492,0.159372959,1.309788187,0.832322478,0.221237287,0.132686386,0.129420547,0.123635346,0.138938136,0.424185873,0.12540823,0.175515536,0.174675749,0.989082766,Control,Memantine,S/C,c-SC-m
3497_9,0.524483134,0.707834603,0.33877403,2.653246282,5.412404788,0.20747189,0.175734494,2.514145811,0.186797243,1.738846572,0.808668843,0.321363801,0.319006166,0.244287269,1.007798332,0.688973522,1.879579253,1.550235764,0.422560754,0.768770403,0.417301415,0.417845484,0.176641277,1.410591222,3.225970258,1.410047153,0.245919478,0.293434893,0.694051505,0.173739572,0.405150526,2.473703301,0.340406239,0.472977875,0.379579253,0.829343489,0.610083424,0.484584694,0.626224157,0.51577802,0.379035183,0.510155967,0.205839681,0.209336609,0.942506143,0.158804259,0.680589681,0.263800164,0.412776413,1.205814906,0.075921376,0.163063063,0.173873874,0.10958231,0.13996724,0.142669943,0.170679771,0.124651925,0.219164619,0.122768223,0.383128583,0.234070434,1.400900901,1.8000819,0.148730549,0.975429975,0.709172809,0.18951679,0.124815725,0.121294021,0.10958231,0.121785422,0.396723997,0.11998362,0.157575758,0.174938575,1.335708436,Control,Saline,C/S,c-CS-s
3505_11,0.718597506,0.85938912,0.332911621,2.332730887,3.814386409,0.249051148,0.191035605,2.402494126,0.227543828,1.652991144,0.760347009,0.301463944,0.337610699,0.284113501,0.830471715,0.506596783,1.526838966,1.841496476,0.570034339,0.615579252,0.569492138,0.371227182,0.200614495,1.049882523,2.613229713,1.533526116,0.267666727,0.282848364,0.759985541,0.187240195,0.434845473,2.268570396,0.321706127,0.4055666,0.321706127,0.721850714,0.611964576,0.352250136,0.527561901,0.366708838,0.294776794,0.40936201,0.348273992,0.171629804,0.897195107,0.181020635,1.883850241,0.338069937,0.400593105,0.995798839,0.085135302,0.159520573,0.177066601,0.102187075,0.142098109,0.176448783,0.181514889,0.113307797,0.19189423,0.108365254,0.439515631,0.25552947,1.490794514,2.055850735,0.118621031,1.092425553,0.933152107,0.1784258,0.137402694,0.122451501,0.102187075,0.107500309,0.423452366,0.108488817,0.156678611,0.186210305,1.898183615,Ts65Dn,Memantine,C/S,t-CS-m
320_3,0.64434594,0.9671791,0.470055645,3.073847024,5.927379044,0.205130623,0.182589833,1.783551825,0.258794681,2.147882675,1.025841743,0.361690088,0.368386306,0.259549184,1.135150429,1.056587758,2.238517401,1.956427426,0.379420919,1.05856833,0.555031595,0.410921437,0.191738187,2.578232576,4.804017731,1.579741583,0.283127417,0.340375365,0.892200321,0.17089503,0.459964161,2.856078468,0.383853626,0.573139677,0.402338961,0.867207394,0.730547958,0.598415543,0.740356503,0.539469961,0.405639913,0.574931623,0.235216448,0.236124002,1.200436235,0.182244292,0.603165027,0.351726378,0.590310006,2.21111008,0.122888435,0.168043438,0.208975311,0.14316874,0.18275478,0.204102469,0.335483572,0.120614442,0.200900316,0.124837572,0.537033599,0.313996659,1.672823464,2.098199369,0.166326341,1.063393354,0.806385743,0.227445703,0.124327084,0.118850937,0.14316874,0.129153518,0.508214219,0.122795619,0.160293299,,1.564924819,Control,Memantine,C/S,c-CS-m
3418_3,0.30016,0.51216,0.32032,2.41296,4.0896,0.22848,0.19328,3.09456,0.21232,1.31456,0.3088,0.32544,0.332,0.2896,0.91408,0.84864,1.73264,1.1608,0.44704,0.73328,0.21056,0.35632,0.17216,1.25488,2.26608,1.0808,0.23696,0.27216,0.6696,0.16272,0.47536,2.49648,1.02624,0.51088,0.54224,0.85584,0.67312,0.4496,0.62752,0.38384,0.39504,0.53232,0.5136,0.173709652,0.786137533,0.157726493,1.591610791,0.246686418,0.371978793,1.308903789,0.765398409,0.190940278,0.20014034,0.12193981,0.149851863,0.171604553,0.289100265,0.128566973,0.219709964,0.141977234,0.430297833,0.27186964,1.414080773,2.010525495,0.157492593,1.324497115,0.688445345,0.207469203,,,0.12193981,0.134180571,0.40028068,,,0.280835802,0.749727117,Ts65Dn,Memantine,S/C,t-SC-m
