MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3489_11,0.217319878,0.429946022,0.2945318,2.484158648,3.73104905,0.244308848,0.199953063,2.536728467,0.251818822,1.444027224,0.307439568,0.337714152,0.269655011,0.306970195,0.864585778,0.691621685,1.583431119,1.154189157,0.439098803,0.778221075,0.296174607,0.387702417,0.189861535,1.015958695,2.472424314,1.065242901,0.254635062,0.286552452,0.742548697,0.210279277,0.32785731,2.250645388,0.852616757,0.427364468,0.401079559,0.754987092,0.574513025,0.351795353,0.524524759,0.263083783,0.278573105,0.343816006,0.366345928,0.158279696,0.905354008,0.147600936,1.266822703,0.27004096,0.276331188,0.893358689,0.065389116,0.147454652,0.167934465,0.127121123,0.153306027,0.186951434,0.133265067,0.108689292,0.198507899,0.098010532,0.506729081,0.257753072,1.506875366,2.449970743,0.166471621,1.314803979,0.790081919,0.205675834,0.126535986,0.118929198,0.127121123,0.111907548,0.476009362,0.123610298,0.174956115,0.195289643,1.31816852,Control,Saline,S/C,c-SC-s
3522_7,0.595567867,0.790785829,0.319142732,2.243913107,4.154104097,0.213296399,0.178889051,6.043446567,0.194634786,1.72867765,0.62297711,0.302230646,0.366088351,0.264615833,0.788598921,0.620207027,1.480973903,1.899693833,0.522379356,0.58507071,0.487826214,0.359965009,0.181950722,1.22583467,2.326578218,1.322933372,0.238664528,0.259804636,0.729260825,0.176118968,0.442338533,2.202507654,0.325703455,0.368275259,0.320309083,0.61918647,0.563784808,0.33080624,0.537396122,0.346697769,0.286193323,0.375856539,0.506050445,0.170189099,0.784760845,0.175565443,2.125139043,0.299684835,0.582406377,1.223396366,0.339451242,0.159529106,0.167037449,0.109844271,0.146273637,0.164534668,0.190304042,0.125602521,0.197163515,0.116240267,0.438542825,0.26807564,1.171672228,2.043196144,0.12773452,1.11744531,0.802002225,0.175936225,0.150444939,0.124860957,0.109844271,0.107063404,0.486651835,0.184835002,0.157119021,0.216351502,1.549870226,Ts65Dn,Memantine,C/S,t-CS-m
50810D_6,0.453835508,0.659450376,0.304270463,2.523428233,4.233689205,0.194938711,0.161328588,2.949485963,0.218663503,1.300118624,0.542111507,0.274713325,0.356959272,0.25029656,0.869019375,0.566330565,1.626828786,2.055753262,0.514827995,0.712336892,0.357354686,0.32245947,0.147587979,1.428034796,2.889976275,1.293396599,0.234381178,0.270264927,0.731514433,0.14491894,0.378706999,2.424179518,0.288948201,0.408066429,0.381277185,0.724594701,0.453341242,0.355179913,0.476967181,0.384539344,0.267101621,0.383649664,0.299822064,0.221374523,1.158589206,0.199424676,2.342442624,0.344318679,0.617159652,1.086236008,0.156087799,0.17953849,0.207116503,0.111437684,0.156650616,0.192420737,0.172722156,0.123757113,0.281470827,0.143705835,0.499843662,0.294228003,1.853980364,2.329810518,0.145269214,1.096116566,0.986554937,0.218935651,0.132699644,0.106622475,0.111437684,0.126321056,0.468200863,0.125445563,0.144456257,0.14920893,1.856356701,Control,Saline,C/S,c-CS-s
309_6,0.447506385,0.62817583,0.36738809,2.38593897,4.807635435,0.218577766,0.176233365,2.14128243,0.195187525,1.442398172,0.566339562,0.289823901,0.363892996,0.26683694,0.85912085,0.521306627,1.538244388,1.968275306,0.495899987,0.672402205,0.36940449,0.357171663,0.179728458,1.227449926,2.956983466,1.447909665,0.250840167,0.284043554,0.704395752,0.156875924,0.391047184,2.467132679,0.327597795,0.404489851,0.296276381,0.674418605,0.539723081,0.354214276,0.51431644,0.347224089,0.303132141,0.412824304,0.382578304,0.162330317,0.77969457,0.186792986,1.634615385,0.28803733,0.332367081,1.12344457,0.175692873,0.150593891,0.183823529,0.106476244,0.13956448,0.174844457,0.130514706,0.115243213,0.236849548,0.13645362,0.478577489,0.244485294,1.507777149,2.003535068,0.120687217,0.920178167,0.843679299,0.190469457,0.131575226,,0.106476244,0.109445701,0.439833145,0.11665724,0.140766403,0.14218043,1.816388575,Control,Memantine,C/S,c-CS-m
J3295_11,0.254860375,0.463591375,0.254860375,2.092082008,2.600035348,0.211735596,0.17126193,2.483739837,0.207317073,1.057971014,0.265641569,0.294096854,0.24991163,0.261223047,0.746200071,0.510604454,1.220926122,1.241958289,0.422764228,0.638211382,0.255744079,0.330858961,0.190173206,0.896429834,1.82290562,0.993107105,0.23630258,0.249204666,0.6417462,0.165606221,0.372216331,1.828207847,0.820077766,0.380169671,0.320431248,0.599328385,0.508130081,0.270060092,0.437963945,0.260516083,0.239130435,0.340756451,0.527041357,0.209432903,0.787900056,0.178130264,2.630825379,0.319062325,0.654548007,0.737226277,0.532987086,0.19665918,0.182762493,0.115805727,0.1603032,0.18935991,0.411285794,0.134896126,0.207748456,0.134475014,0.503649635,0.326361595,1.323554183,2.578046042,0.167181359,1.261650758,0.962942167,0.275547445,0.190482875,,0.115805727,0.183323975,0.374087591,0.318781583,0.204660303,0.328326783,1.364823133,Ts65Dn,Saline,S/C,t-SC-s
3499_8,0.287307033,0.457690109,0.264008005,2.003859348,3.103773585,0.185105775,0.143939394,3.060034305,0.159090909,0.997855918,0.371497999,0.254716981,0.310748999,0.208404803,0.738136078,0.505431675,1.261149228,1.829759863,0.441966838,0.516437965,0.241280732,0.276586621,0.132218411,0.987707261,2.071040595,1.102915952,0.204402516,0.200543168,0.590337336,0.133076043,0.348198971,1.846340766,0.26815323,0.411520869,0.383933676,0.617066895,0.485849057,0.294739851,0.488707833,0.319611206,0.254431103,0.355917667,0.490708977,0.173350883,0.861799319,0.144239703,2.494657789,0.261458656,0.526633633,0.894704243,0.271446268,0.141529885,0.161427687,0.109012078,0.14602044,0.172034686,0.171492722,0.109244348,0.237534841,0.120935274,0.532285537,0.313409724,1.441932487,2.13425209,0.133477857,1.058067513,0.871167544,0.227392382,0.148420564,0.10397956,0.109012078,0.112805822,0.405775782,0.154614432,0.143930009,0.156937132,1.537163208,Control,Memantine,C/S,c-CS-m
3504_8,0.743111606,0.905093237,0.264681325,2.078207626,3.014472586,0.1703312,0.145839132,2.136932925,0.170052881,1.682716393,0.94670192,0.198441414,0.263985527,0.206373504,0.727525745,0.376983023,1.270247704,1.224325077,0.435012524,0.490397996,0.621764542,0.264959644,0.149457278,0.870860006,1.794461453,1.325076538,0.189674367,0.195797384,0.590036181,0.12760924,0.372947398,1.905371556,0.27136098,0.355134985,0.382410242,0.566239911,0.451155024,0.298914556,0.442248817,0.284302811,0.273170053,0.355413304,0.396465349,0.158254034,0.811543235,0.165080679,1.495759206,0.254344228,0.468556061,0.908047166,0.212660323,0.155461316,0.175527513,0.106019859,0.142221763,0.175424079,0.211832851,0.115535788,0.25362019,0.122569301,0.469176665,0.280202731,1.393980141,2.158460902,0.13829127,0.966590815,0.93473314,0.212453455,0.13363674,0.117087298,0.106019859,0.122052131,0.348469177,0.154840712,0.149772445,0.168804303,1.475796442,Ts65Dn,Memantine,C/S,t-CS-m
3481_15,0.299768519,0.4609375,0.366319444,2.44849537,3.238715278,0.258101852,0.223668981,2.607349537,0.216724537,1.202835648,0.339409722,0.344618056,0.295428241,0.308738426,0.874421296,0.748553241,1.629918981,1.103877315,0.429108796,0.74681713,0.291666667,0.394097222,0.2109375,1.003761574,2.000868056,0.968171296,0.26880787,0.287326389,0.68431713,0.204282407,0.38599537,2.058159722,0.953993056,0.56712963,0.565104167,0.853877315,0.678819444,0.374131944,0.685185185,0.34693287,0.357638889,0.40162037,0.369791667,0.147667419,0.843491347,0.146538751,1.126410835,0.306809631,0.241911211,1.153875094,0.102332581,0.145221971,0.156884876,0.132994733,0.168171558,0.191685478,0.169300226,0.12434161,0.308878856,0.164973664,0.632242287,0.309819413,1.615124153,2.418171558,0.2086155,1.304552295,0.804552295,0.283295711,0.21275395,,0.132994733,0.17400301,0.503386005,0.215387509,0.309066968,,1.196952596,Control,Saline,S/C,c-SC-s
3502_5,0.30311064,0.569459173,0.377518558,2.54524567,4.829268293,0.299752563,0.217921527,3.977730647,0.255390597,1.4922234,0.326440438,0.384588194,0.357016614,0.353835277,0.921703782,0.943796394,1.854188759,1.416931778,0.528632025,0.881053376,0.327324143,0.461117002,0.220572641,1.284906327,2.637681159,1.264757865,0.284552846,0.322552139,0.871332626,0.227465536,0.423824673,2.722870272,0.825733475,0.557617533,0.515553199,0.947507953,0.681512902,0.475079533,0.695652174,0.396429834,0.396606575,0.478614351,0.443619654,0.207664884,1.040007922,0.158447217,1.771439889,0.314517726,0.367300456,1.624678154,0.183798772,0.152010299,0.191325015,0.147256883,0.182610418,0.190631808,0.218261042,0.120617944,0.202119232,0.127946128,0.537037037,0.283719548,1.56278471,2.55060408,0.173796791,1.533769063,0.818280848,0.218261042,,0.132105367,0.147256883,0.107050901,0.480392157,0.155278273,0.187561893,,1.086551792,Ts65Dn,Memantine,S/C,t-SC-m
3411_12,0.288450264,0.515536447,0.286300567,2.043971077,3.312487786,0.218682822,0.199140121,2.929255423,0.226304475,1.252687121,0.30369357,0.318546023,0.298221614,0.305647841,0.734219269,0.792065663,1.396716826,1.072894274,0.429939418,0.697674419,0.218096541,0.357631425,0.188196209,1.018370139,2.158882158,0.9732265,0.22728161,0.27301153,0.614031659,0.166112957,0.421731483,2.051788157,1.145788548,0.460621458,0.461989447,0.790893101,0.624389291,0.348055501,0.524916944,0.344146961,0.358999414,0.474301348,0.331248779,0.156303725,0.876934097,0.171203438,1.318911175,0.303008596,0.306446991,1.308595989,0.138968481,0.19226361,0.179942693,0.121346705,0.162320917,0.176074499,0.142550143,0.134670487,0.271633238,0.159169054,0.63495702,0.2747851,1.973209169,2.378796562,0.182378223,1.37722063,0.845988539,0.223495702,0.193266476,,0.121346705,0.153438395,0.506160458,,0.286819484,,1.152578797,Ts65Dn,Memantine,S/C,t-SC-m
