MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3426_2,0.478054342,0.807524226,0.38732662,2.608018241,4.36699601,0.241022231,0.189720692,4.080562417,0.251377541,1.337450124,0.531730952,0.350180505,0.344860346,0.322154665,0.965893977,0.865380961,1.613053392,1.47833935,0.561561847,0.780733422,0.352745582,0.363385902,0.191620749,1.681265438,3.214611438,1.285483565,0.25565267,0.332604978,0.828804864,0.174710241,0.491354741,2.903192096,0.807429223,0.467889037,0.416777503,0.780923428,0.61466844,0.436633099,0.616758503,0.397206916,0.357495725,0.516910507,0.521090633,0.236491228,1.145012531,0.177493734,2.37593985,0.350426065,0.707218045,1.250827068,0.274837093,0.159548872,0.194837093,0.123609023,0.164110276,0.212882206,0.330025063,0.115037594,0.212481203,0.132380952,0.479699248,0.339649123,1.669122807,2.12566416,0.150426065,1.192230576,0.939498747,0.206967419,0.142606516,0.109323308,0.123609023,0.109122807,0.488621554,0.142305764,0.146516291,0.175388471,1.437192982,Ts65Dn,Saline,S/C,t-SC-s
3422_3,0.303297371,0.48564048,0.32137973,2.60644279,4.681811275,0.228232791,0.173985716,4.226105455,0.208478955,1.433824647,0.332624221,0.320012156,0.334599605,0.277161526,0.937091627,0.913842881,1.85275794,1.454642152,0.432609026,0.850022793,0.254368637,0.366509649,0.161829509,1.357696399,2.518158335,1.103631667,0.233247227,0.26743656,0.685458137,0.156359216,0.391125969,2.462695639,0.939522869,0.532897736,0.525755964,1.036164717,0.608418174,0.421060629,0.648381705,0.315605531,0.335359368,0.438231272,0.464367117,0.186167693,0.91504816,0.150955313,1.5802937,0.264487605,0.291883783,1.550844781,0.158850466,0.159166272,0.20882678,0.153797568,0.153165956,0.206063477,0.173456498,0.123717038,0.239775778,0.144323385,0.520527396,0.292120638,1.481683246,2.220669509,0.195562924,1.450971104,0.823543344,0.249486815,0.14353387,0.133822833,0.153797568,0.142270646,0.398784147,0.13887573,0.18600979,0.164061266,0.870124743,Control,Saline,S/C,c-SC-s
3502_10,0.262447257,0.544303797,0.373277075,2.545428973,3.875668073,0.339803094,0.243037975,3.793530239,0.264416315,1.572151899,0.342616034,0.406751055,0.364275668,0.384247539,0.899296765,0.854571027,1.811814346,1.335021097,0.510267229,0.865541491,0.392405063,0.522362869,0.25625879,1.132770745,2.273417722,1.220253165,0.301547117,0.340084388,0.879887482,0.243881857,0.414627286,2.414345992,0.855696203,0.552461322,0.569338959,1.035161744,0.711954993,0.428410689,0.700984529,0.405063291,0.413220816,0.468635724,0.457946554,0.185114833,0.850284925,0.174753929,1.69072699,0.307546192,0.37351062,1.322742186,0.179243654,0.211189777,0.186841651,0.129165947,0.159903298,0.164911069,0.164565705,0.129683992,0.197202556,0.096701779,0.487653255,0.264721119,1.315144189,1.980486963,0.187187014,1.392850976,0.682265585,0.202901053,,0.150405802,0.129165947,0.107926092,0.450872043,0.190640649,0.197029874,,0.935244345,Ts65Dn,Memantine,S/C,t-SC-m
3606_6,0.414507062,0.675030852,0.276840806,2.202248732,4.440010969,0.240641711,0.157959687,4.968600027,0.187851364,1.417249417,0.452077334,0.31989579,0.293843411,0.252433841,0.81434252,0.837926779,1.642259701,1.231180584,0.393253805,0.728781023,0.326203209,0.331962155,0.144659262,1.190730838,2.516796929,1.145619087,0.208967503,0.2883587,0.605649253,0.132044426,0.423693953,2.112436583,0.65281777,0.479089538,0.466886055,0.901549431,0.593308652,0.378993555,0.578637049,0.318798848,0.30508707,0.441930618,0.344302756,0.175541682,1.230995226,0.128020566,1.593463092,0.257510099,0.331325744,1.459272861,0.133015057,0.143224385,0.187366875,0.134924715,0.160705105,0.212486228,0.238560411,0.10113845,0.221446934,0.125596768,0.564230628,0.271465296,1.882482556,2.087844289,0.16827029,1.32875505,0.894674991,0.246713184,0.127506427,0.122438487,0.134924715,0.125817113,0.424972457,0.124788836,0.179581344,0.15358061,0.940653691,Ts65Dn,Memantine,S/C,t-SC-m
3499_13,0.239489489,0.359421922,0.284346847,1.758258258,2.554992492,0.199136637,0.136448949,2.310435435,0.138513514,0.822447447,0.298798799,0.234984985,0.279654655,0.203265766,0.654091592,0.435435435,1.071321321,1.465465465,0.415915916,0.420232733,0.226539039,0.284534535,0.122747748,0.751126126,1.633258258,0.92042042,0.186186186,0.177927928,0.469406907,0.128941441,0.319069069,1.458333333,0.261824324,0.4253003,0.425112613,0.630255255,0.484421922,0.318506006,0.497935435,0.320945946,0.280780781,0.330705706,0.575075075,0.131336821,0.713332131,0.136749053,2.243009201,0.23434963,0.406458596,0.679595887,0.221360274,0.139635576,0.113296049,0.091286307,0.143424139,0.137831499,0.175717121,0.107883817,0.192134223,0.088219376,0.509832221,0.315352697,1.248060617,1.873714595,0.162547357,1.042215407,0.805520476,0.275482591,0.180588129,0.135847014,0.091286307,0.11401768,0.388598232,0.184015876,0.206206026,0.220638643,1.153526971,Control,Memantine,C/S,c-CS-m
3503_9,0.248882844,0.39421022,0.315329318,2.051486303,3.634350107,0.215271032,0.166116184,4.445696522,0.179327764,1.228871187,0.354769769,0.301729163,0.279191762,0.24460851,0.782203225,0.854672625,1.449970857,1.204779483,0.3574898,0.56440645,0.244802798,0.338838158,0.164950457,0.946182242,1.651641733,0.908490383,0.197979405,0.229454051,0.526714591,0.131921508,0.340198174,1.804740626,0.429764912,0.474451137,0.527686031,0.819700797,0.632018652,0.404896056,0.586360987,0.373809986,0.391101613,0.444336507,0.477559744,0.1560958,0.812733181,0.141412926,1.495246119,0.250090264,0.242628475,1.188229631,0.180647491,0.192682633,0.19159947,0.11987002,0.136237814,0.173787459,0.182332411,0.114454206,0.252136238,0.119990372,0.466361776,0.255024672,1.466000722,2.151763148,0.173426405,1.27259598,0.73582862,0.205680587,0.197617042,0.163918642,0.11987002,0.162474425,0.461186665,0.20255145,,0.224575761,0.801179444,Control,Memantine,S/C,c-SC-m
3498_8,0.838115774,1.034168187,0.287444021,2.110963676,3.346491956,0.191905789,0.148946757,2.282965666,0.202355283,2.032675402,1.158235197,0.268369547,0.260242163,0.223917731,0.694974291,0.549344833,1.504063692,1.390280312,0.355448665,0.620832642,0.762647205,0.3552828,0.155913087,1.090728147,2.693979101,1.370210649,0.220102836,0.255266213,0.687842097,0.17332891,0.422458119,1.913750207,0.283131531,0.362912589,0.256095538,0.602587494,0.500414662,0.307181954,0.440869133,0.345828496,0.23984077,0.339691491,0.150439542,0.211378649,1.053164287,0.174621777,1.011932666,0.30396335,0.615597699,0.830705306,0.095354784,0.164713403,0.193586192,0.111442574,0.145962071,0.168761986,0.238972938,0.12465374,0.215214149,0.112188366,0.423076923,0.256978479,1.349776263,2.509482208,0.130620072,1.106008949,0.827722139,0.225442148,0.114319199,,0.111442574,0.102386533,0.337097805,0.10217345,0.151928404,0.163008736,1.676646069,Ts65Dn,Saline,C/S,t-CS-s
3416_6,0.649590164,0.728995902,0.316854508,2.486296107,3.866675205,0.200947746,0.186219262,2.529328893,0.212858607,1.494748975,0.6484375,0.248847336,0.338498975,0.245901639,0.862192623,0.439293033,1.502433402,1.712602459,0.457479508,0.625,0.457735656,0.31454918,0.163934426,1.21401127,2.636398566,1.37295082,0.249359631,0.271260246,0.743724385,0.15420082,0.468109631,2.229764344,0.3046875,0.389216189,0.308785861,0.641393443,0.565701844,0.344006148,0.525102459,0.294185451,0.285476434,0.379610656,0.347464139,0.184088666,0.863888256,0.155849085,1.693843468,0.272071662,0.51529644,0.95422455,0.214301981,0.151370227,0.176117817,0.106050254,0.14241251,0.196614287,0.171714871,0.115691187,0.217869885,0.129051848,0.496318227,0.274576786,1.30289228,2.296895164,0.122295605,0.956122372,0.878311698,0.211417293,,0.105215213,0.106050254,0.108251727,0.385333637,0.137781826,,,1.633189099,Ts65Dn,Memantine,C/S,t-CS-m
3418_13,0.263079223,0.390732436,0.294469357,1.843049327,2.552167414,0.235575486,0.197010463,1.810762332,0.184753363,1.387443946,0.276233184,0.280717489,0.287593423,0.274738416,0.684304933,0.653213752,1.239760837,0.901345291,0.385052317,0.608370703,0.246636771,0.377279522,0.16651719,0.822421525,1.344992526,0.747982063,0.217040359,0.223617339,0.453213752,0.160239163,0.417040359,1.488789238,0.73064275,0.52077728,0.767414051,0.87264574,0.865171898,0.475336323,0.710612855,0.420627803,0.501644245,0.580866966,0.613751868,0.183127962,0.761327014,0.149383886,1.253270142,0.23943128,0.145592417,0.985592417,0.806255924,0.265781991,0.19943128,0.133080569,0.161706161,0.219336493,0.349194313,0.166635071,0.182748815,0.148436019,0.538388626,0.284739336,1.493270142,1.847772512,0.218578199,1.270331754,0.679620853,0.241137441,,,0.133080569,0.163412322,0.360758294,,,0.383317536,0.670900474,Ts65Dn,Memantine,S/C,t-SC-m
3414_5,0.815502959,1.00556213,0.335976331,2.379289941,3.641656805,0.217869822,0.164142012,2.29112426,0.209940828,1.95183432,0.930177515,0.257751479,0.321065089,0.244615385,0.750059172,0.445207101,1.458461538,1.683076923,0.443076923,0.594674556,0.686863905,0.315739645,0.17704142,1.194792899,2.562248521,1.419526627,0.246153846,0.270177515,0.773136095,0.163313609,0.632662722,2.304142012,0.312426036,0.38260355,0.296449704,0.629585799,0.52035503,0.332189349,0.61964497,0.288757396,0.256094675,0.382011834,0.32,0.182599596,0.899170342,0.15240302,1.558113461,0.293818671,0.39838553,0.918678526,0.170565812,0.130652515,0.181328948,0.104193139,0.148890052,0.201210853,0.192690037,0.103520442,0.227445997,0.117721803,0.477315195,0.269601614,1.376186561,2.627027431,0.112340235,0.939831079,0.887360789,0.205022797,0.116226923,,0.104193139,,0.374616937,0.120861051,0.110322147,0.133941251,1.823529412,Ts65Dn,Memantine,C/S,t-CS-m
