MouseID,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,Genotype,Treatment,Behavior,class
3480_4,0.333437991,0.542124542,0.332077446,2.473678702,4.34829932,0.148613291,0.146729461,3.43192046,0.18859236,1.034118263,0.531135531,0.219675563,0.3574045,0.188069074,0.888016745,0.868236525,1.677864992,2.152380952,0.326739927,0.495866039,0.272213501,0.319937206,0.146834118,0.909052852,3.070643642,1.294086866,0.193406593,0.232548404,0.726216641,0.138252224,0.392883307,2.296493982,0.300156986,0.443223443,0.350706436,0.688435374,0.507064364,0.359392988,0.525902669,0.341496599,0.267399267,0.375824176,0.26614338,0.196908731,0.86894041,0.164782525,1.64974133,0.297630453,0.348342594,1.893657789,0.142428307,0.152391901,0.191990803,0.118988312,0.142428307,0.171233314,0.160183943,0.120074088,0.264099125,0.135274957,0.523280322,0.299929744,1.601456218,2.204764642,0.144472121,1.09133295,0.857380086,0.216452705,0.127035831,0.111324008,0.118988312,0.126205531,0.472248834,0.104490004,0.141725746,0.141725746,1.842434694,Control,Saline,C/S,c-CS-s
3426_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.189153439,1.009553204,0.191798942,2.636243386,0.335390947,0.525279248,0.998971193,0.236625514,0.183421517,0.184744268,0.118606702,0.164756026,0.190917108,0.289535567,0.128453851,0.191504997,0.115226337,0.536890065,0.322163433,1.504703116,2.149176955,0.168577307,1.224867725,0.997942387,0.194444444,0.180335097,0.133891828,0.118606702,0.120664315,0.422986479,0.175044092,0.185038213,0.195326279,1.443268665,Ts65Dn,Saline,S/C,t-SC-s
3516_1,0.233226128,0.384939559,0.263169569,2.077187535,3.679716092,0.185316624,0.158145725,3.659531995,0.220694244,0.955195741,0.250526783,0.264056782,0.254741045,0.235000555,0.814461573,0.781412887,1.481091272,0.773871576,0.441832095,0.678496174,0.194521459,0.29799268,0.163579905,1.239325718,2.180769657,0.814905179,0.204059,0.217367195,0.586115116,0.134745481,0.313851614,2.288011534,0.745813463,0.416213818,0.422202506,0.708550516,0.476544305,0.309415548,0.571143396,0.264389487,0.277032272,0.365864478,0.337584562,0.188090595,0.934528274,0.143017849,1.355482226,0.276061197,0.387580621,0.985300735,0.715914204,0.173616319,0.171741413,0.13259337,0.167916604,0.174291285,0.341232938,0.12719364,0.248387581,0.142117894,0.549422529,0.266086696,1.599820009,2.541472926,0.168066597,1.216064197,0.727538623,0.214114294,0.143542823,0.124568772,0.13259337,0.123368832,0.45860207,,0.202714864,0.256337183,1.070046498,Control,Saline,S/C,c-SC-s
3476_7,0.438651138,0.710455038,0.291847237,2.15804442,3.184588299,0.257990249,0.176462622,4.263949079,0.229279523,1.276408451,0.616061755,0.385021668,0.405606717,0.269366197,0.743228602,0.850758397,1.566630553,2.247833153,0.545910076,0.5562026,0.385834236,0.33071506,0.200162514,1.177410618,2.319745395,1.167930661,0.234425785,0.268282774,0.7625948,0.157908992,0.444068256,2.008531961,0.308911159,0.3875948,0.323943662,0.724404117,0.575027086,0.285617551,0.486457205,0.350216685,0.257719393,0.404523294,0.542930661,0.212949135,1.093384872,0.172537995,2.905648774,0.325485373,0.548537292,0.925502943,0.308091013,0.163138013,0.189141703,0.111657735,0.162786612,0.210577176,0.232451902,0.118685759,0.213300536,0.129842748,0.511200914,0.307476061,1.933145919,2.355881578,0.137749275,1.191601511,0.815690064,0.231397698,0.167179127,0.121057718,0.111657735,0.121409119,0.526574717,0.194588421,0.164807169,0.230607046,1.858736713,Ts65Dn,Saline,C/S,t-CS-s
50810C_14,0.423482621,0.734912675,0.285146118,2.180356216,3.261801833,0.20888812,0.166868407,1.855438354,0.190731454,1.321978212,0.538128999,0.310219609,0.32145945,0.264914404,0.72799585,0.584125886,1.447518589,2.369877226,0.424174304,0.671104963,0.371433512,0.342209926,0.158395297,1.083693585,2.834169116,1.338751513,0.236036659,0.271312468,0.735777278,0.161162027,0.417257479,1.962130382,0.303994467,0.386996369,0.27736469,0.632716583,0.573577728,0.328030434,0.451149922,0.333736815,0.248486944,0.381289988,0.249351548,0.191509106,0.910219232,0.172949774,2.017631365,0.331632061,0.465723234,1.368750725,0.096508526,0.146618722,0.176777636,0.102308317,0.152534509,0.12028767,0.17666164,0.117851757,0.181997448,0.105440204,0.451455748,0.279665932,1.342651665,2.172021807,0.162162162,1.251014963,0.951629741,0.196032943,0.151606542,0.119359703,0.102308317,0.110196033,0.478714766,0.121331632,0.150794571,0.181649461,1.783783784,Ts65Dn,Saline,C/S,t-CS-s
3424_1,0.375535645,0.567588625,0.333463187,2.632904818,4.346967926,0.221919231,0.183872224,3.412803532,0.214777302,1.307102974,0.442410077,0.32125698,0.283469679,0.293598234,0.937021166,0.895597974,1.875990131,1.237112063,0.396701727,0.809764966,0.317101675,0.382158161,0.168419686,1.427606804,2.85170757,1.202571095,0.240358395,0.284378652,0.781976367,0.161277756,0.380470069,2.635631736,1.086871835,0.481366056,0.41708869,0.847162706,0.556551097,0.380599922,0.586547202,0.289702636,0.294507207,0.381638748,0.349694845,0.202833321,1.160849996,0.151110455,1.332472515,0.290784328,0.354238914,1.490518704,0.097838117,0.148970708,0.197520844,0.138345754,0.160554859,0.196192725,0.208883642,0.113923117,0.218328045,0.128753781,0.548218107,0.290267837,1.522688704,2.455692467,0.159005386,1.296391943,0.877148971,0.226001623,,,0.138345754,0.106987383,0.494060356,0.123219951,,,1.158784033,Control,Saline,S/C,c-SC-s
3525_15,0.365906887,0.5528613,0.386275461,2.473811833,4.347235694,0.353782735,0.232783705,6.085354025,0.242725509,1.677740058,0.443986421,0.402036857,0.441561591,0.403491756,0.877061106,0.723326867,1.711202716,2.512609117,0.581959263,0.839476237,0.382638215,0.46071775,0.249757517,1.054558681,2.56813773,1.278128031,0.299466537,0.356207565,0.83171678,0.20756547,0.51042677,2.215324927,0.53685742,0.577352085,0.548981571,1.000969932,0.820562561,0.467992241,0.765033948,0.472841901,0.441319108,0.570562561,0.822259942,0.145508422,0.837180287,0.17139738,2.899563319,0.281191516,0.350436681,1.471303805,0.184341859,0.205708047,0.181222707,0.114940736,0.16625078,0.189488459,0.173580786,0.123206488,0.167186525,0.134747349,0.474266999,0.355427324,1.42202121,2.27963194,0.177635683,1.553337492,0.902838428,0.234248284,0.213661884,0.172645041,0.114940736,0.130068621,0.487991266,0.194635059,0.220056145,0.242514036,1.085620711,Ts65Dn,Saline,S/C,t-SC-s
321_13,0.378328982,0.590861619,0.308093995,2.37154047,4.051174935,0.248041775,0.221148825,2.548563969,0.204960836,1.390339426,0.551174935,0.325587467,0.307049608,0.278590078,0.866579634,0.628720627,1.590861619,1.25770235,0.425848564,0.74229765,0.369451697,0.425326371,0.21227154,1.14386423,2.707571802,1.29843342,0.279112272,0.283028721,0.757180157,0.202349869,0.365535248,1.950652742,0.352480418,0.480156658,0.423759791,0.765796345,0.631070496,0.33002611,0.660052219,0.420626632,0.323759791,0.404699739,0.174673629,0.185350529,0.826388889,0.169808201,0.940806878,0.322089947,0.527116402,1.42989418,0.081183862,0.181382275,0.168320106,0.131944444,0.197089947,0.174933862,0.201554233,0.135582011,0.21577381,0.10218254,0.638558201,0.353505291,1.667989418,2.406084656,0.176752646,1.512070106,1.002645503,0.260582011,,0.183862434,0.131944444,,0.56167328,0.180390212,0.249503968,,1.73015873,Control,Memantine,C/S,c-CS-m
3499_7,0.288176638,0.454273504,0.266096866,2.009259259,3.161823362,0.187606838,0.143874644,3.076353276,0.164957265,0.99017094,0.367094017,0.264245014,0.311538462,0.212393162,0.738888889,0.513390313,1.267378917,1.776068376,0.448005698,0.515954416,0.239031339,0.281623932,0.135185185,0.996581197,2.123789174,1.109116809,0.202136752,0.1997151,0.587464387,0.132336182,0.333190883,1.835185185,0.264814815,0.398433048,0.409401709,0.623504274,0.478632479,0.289458689,0.495868946,0.31994302,0.246296296,0.327065527,0.489031339,0.168195719,0.846937975,0.140672783,2.464674978,0.260644554,0.526307535,0.890378734,0.273190622,0.137849918,0.160589665,0.091821532,0.143887713,0.168352544,0.171489061,0.102407277,0.239002588,0.111660002,0.519015134,0.301654513,1.448913981,2.131106406,0.125774328,1.026581981,0.856033874,0.224104132,0.145534384,0.101387909,0.091821532,0.104759664,0.396690975,0.162471575,0.141770564,0.15643378,1.593664236,Control,Memantine,C/S,c-CS-m
3504_14,0.567562267,0.702098451,0.232790743,1.616395372,2.150813885,0.15807021,0.142773093,1.417140616,0.145714846,1.226122769,0.625024515,0.211414003,0.224357717,0.192390665,0.568346735,0.307119043,0.997254364,0.955677584,0.384977447,0.403804668,0.550500098,0.222200431,0.174544028,0.602274956,1.23867425,1.047068053,0.168268288,0.178270249,0.414787213,0.126495391,0.324769563,1.39674446,0.255148068,0.368307511,0.443616395,0.544616591,0.450088253,0.308884095,0.436163954,0.287507354,0.289468523,0.359090018,0.45969798,0.140963466,0.805205302,0.163110249,1.575008083,0.209990301,0.430488199,0.83624313,0.178305852,0.174749434,0.151794374,0.103944391,0.144519884,0.155350792,0.21419334,0.117685095,0.214031684,0.112835435,0.481247979,0.295505981,1.252020692,1.978499838,0.17038474,0.973650178,0.909149693,0.228742321,0.162625283,0.12447462,0.103944391,0.160362108,0.282411898,0.174749434,0.212738442,0.188651794,1.225024248,Ts65Dn,Memantine,C/S,t-CS-m
